Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10,Load_MW_z11
,,,,,,,,191,18608.0,1629.0,1233.0,2443.0,280.0,1507.0,2698.0,8190.0,2597.0,23271.0,84577.0
,,,,,,,,192,16954.0,1514.0,1146.0,2271.0,260.0,1401.0,2506.0,7504.0,2373.0,21120.0,77890.0
,,,,,,,,193,10034.0,975.0,738.0,1462.0,167.0,904.0,1607.0,4692.0,1458.0,13196.0,54268.0
,,,,,,,,194,8938.0,908.0,687.0,1361.0,156.0,842.0,1494.0,4268.0,1317.0,12099.0,50388.0
,,,,,,,,195,8387.0,870.0,660.0,1307.0,149.0,808.0,1434.0,4091.0,1262.0,11611.0,48091.0
,,,,,,,,196,8017.0,849.0,642.0,1272.0,145.0,787.0,1395.0,3981.0,1227.0,11274.0,46692.0
,,,,,,,,197,7771.0,835.0,632.0,1253.0,143.0,775.0,1374.0,3907.0,1203.0,11055.0,45666.0
,,,,,,,,198,7779.0,834.0,632.0,1251.0,142.0,774.0,1373.0,3908.0,1205.0,11097.0,45850.0
,,,,,,,,199,7821.0,840.0,636.0,1260.0,144.0,779.0,1384.0,3991.0,1235.0,11187.0,45847.0
,,,,,,,,200,8200.0,895.0,678.0,1343.0,154.0,829.0,1477.0,4357.0,1357.0,11987.0,48400.0
,,,,,,,,201,9162.0,980.0,742.0,1470.0,168.0,909.0,1618.0,4815.0,1503.0,13103.0,53333.0
,,,,,,,,202,10472.0,1070.0,810.0,1605.0,183.0,992.0,1767.0,5325.0,1667.0,14356.0,58920.0
,,,,,,,,203,11553.0,1144.0,867.0,1717.0,196.0,1060.0,1891.0,5722.0,1793.0,15394.0,63588.0
,,,,,,,,204,12341.0,1204.0,912.0,1805.0,206.0,1115.0,1989.0,6056.0,1902.0,16212.0,67762.0
,,,,,,,,205,13052.0,1253.0,949.0,1879.0,215.0,1160.0,2072.0,6343.0,1997.0,17026.0,71697.0
,,,,,,,,206,13266.0,1268.0,959.0,1901.0,218.0,1173.0,2097.0,6427.0,2026.0,17319.0,73767.0
,,,,,,,,207,13368.0,1278.0,968.0,1918.0,220.0,1184.0,2115.0,6486.0,2045.0,17626.0,75591.0
,,,,,,,,208,13488.0,1291.0,977.0,1937.0,221.0,1195.0,2137.0,6581.0,2077.0,18010.0,77128.0
,,,,,,,,209,13803.0,1319.0,998.0,1979.0,226.0,1221.0,2184.0,6759.0,2136.0,18553.0,78700.0
,,,,,,,,210,13805.0,1317.0,997.0,1976.0,226.0,1219.0,2180.0,6761.0,2137.0,18634.0,78473.0
,,,,,,,,211,14328.0,1332.0,1008.0,1998.0,228.0,1232.0,2206.0,6881.0,2179.0,19048.0,78579.0
,,,,,,,,212,14294.0,1321.0,1000.0,1982.0,226.0,1223.0,2188.0,6810.0,2152.0,19024.0,77450.0
,,,,,,,,213,13921.0,1327.0,1004.0,1990.0,227.0,1228.0,2194.0,6803.0,2143.0,19163.0,76161.0
,,,,,,,,214,14111.0,1311.0,992.0,1965.0,224.0,1213.0,2167.0,6697.0,2107.0,18553.0,74365.0
,,,,,,,,215,13241.0,1215.0,920.0,1823.0,208.0,1126.0,2008.0,6129.0,1921.0,16924.0,68698.0
,,,,,,,,216,11551.0,1100.0,832.0,1649.0,188.0,1019.0,1815.0,5418.0,1691.0,15144.0,62052.0
,,,,,,,,217,9719.0,983.0,745.0,1475.0,168.0,912.0,1618.0,4527.0,1399.0,13353.0,55566.0
,,,,,,,,218,8883.0,933.0,706.0,1399.0,159.0,866.0,1535.0,4243.0,1309.0,12639.0,52600.0
,,,,,,,,219,8417.0,897.0,679.0,1346.0,154.0,832.0,1476.0,4048.0,1247.0,12165.0,50615.0
,,,,,,,,220,8203.0,884.0,669.0,1326.0,151.0,820.0,1454.0,3989.0,1228.0,12072.0,50072.0
,,,,,,,,221,8097.0,885.0,669.0,1327.0,151.0,821.0,1456.0,4011.0,1236.0,12201.0,50706.0
,,,,,,,,222,8394.0,933.0,706.0,1399.0,159.0,866.0,1536.0,4264.0,1317.0,13203.0,54043.0
,,,,,,,,223,9323.0,1053.0,797.0,1580.0,180.0,976.0,1737.0,4943.0,1541.0,15051.0,59644.0
,,,,,,,,224,11138.0,1187.0,899.0,1781.0,203.0,1101.0,1961.0,5648.0,1768.0,16956.0,65242.0
,,,,,,,,225,12538.0,1282.0,970.0,1922.0,220.0,1187.0,2114.0,6053.0,1890.0,17733.0,68564.0
,,,,,,,,226,13073.0,1336.0,1012.0,2003.0,229.0,1239.0,2203.0,6264.0,1949.0,18167.0,70776.0
,,,,,,,,227,13627.0,1379.0,1044.0,2068.0,237.0,1278.0,2275.0,6500.0,2026.0,18701.0,73246.0
,,,,,,,,228,14200.0,1409.0,1066.0,2113.0,241.0,1306.0,2324.0,6670.0,2083.0,19188.0,75738.0
,,,,,,,,229,14573.0,1427.0,1080.0,2140.0,244.0,1322.0,2355.0,6771.0,2116.0,19494.0,77575.0
,,,,,,,,230,14683.0,1439.0,1090.0,2159.0,246.0,1334.0,2376.0,6834.0,2137.0,19583.0,78686.0
,,,,,,,,231,14963.0,1455.0,1101.0,2181.0,249.0,1348.0,2402.0,6926.0,2169.0,19779.0,79726.0
,,,,,,,,232,15487.0,1491.0,1128.0,2236.0,256.0,1381.0,2464.0,7174.0,2253.0,20444.0,82000.0
,,,,,,,,233,16070.0,1537.0,1164.0,2305.0,263.0,1423.0,2542.0,7507.0,2367.0,21317.0,84324.0
,,,,,,,,234,16702.0,1565.0,1185.0,2349.0,268.0,1450.0,2591.0,7756.0,2452.0,22008.0,85447.0
,,,,,,,,235,15933.0,1477.0,1118.0,2214.0,253.0,1367.0,2442.0,7290.0,2297.0,20701.0,81095.0
,,,,,,,,236,14671.0,1375.0,1041.0,2064.0,236.0,1274.0,2271.0,6704.0,2099.0,19117.0,75301.0
,,,,,,,,237,14371.0,1355.0,1026.0,2033.0,232.0,1256.0,2236.0,6583.0,2056.0,19007.0,73540.0
,,,,,,,,238,14184.0,1308.0,990.0,1961.0,224.0,1212.0,2157.0,6318.0,1969.0,18186.0,71635.0
,,,,,,,,239,13064.0,1198.0,907.0,1796.0,205.0,1111.0,1975.0,5691.0,1769.0,16435.0,65787.0
,,,,,,,,240,11521.0,1084.0,821.0,1626.0,185.0,1005.0,1786.0,5073.0,1573.0,14901.0,59625.0
,,,,,,,,241,10111.0,994.0,752.0,1491.0,170.0,922.0,1636.0,4575.0,1414.0,13425.0,54624.0
,,,,,,,,242,9269.0,941.0,712.0,1412.0,161.0,873.0,1548.0,4280.0,1320.0,12768.0,51973.0
,,,,,,,,243,8787.0,905.0,685.0,1358.0,155.0,840.0,1489.0,4081.0,1257.0,12330.0,50282.0
,,,,,,,,244,8582.0,891.0,675.0,1338.0,153.0,828.0,1467.0,4023.0,1239.0,12187.0,49595.0
,,,,,,,,245,8463.0,895.0,678.0,1343.0,153.0,830.0,1473.0,4058.0,1250.0,12317.0,50014.0
,,,,,,,,246,8765.0,948.0,718.0,1421.0,162.0,879.0,1560.0,4333.0,1339.0,13246.0,53302.0
,,,,,,,,247,9760.0,1058.0,801.0,1587.0,181.0,981.0,1745.0,4964.0,1547.0,15053.0,58848.0
,,,,,,,,248,11589.0,1201.0,910.0,1802.0,206.0,1113.0,1983.0,5711.0,1788.0,16916.0,64299.0
,,,,,,,,249,12910.0,1290.0,976.0,1935.0,221.0,1196.0,2129.0,6095.0,1903.0,17692.0,67133.0
,,,,,,,,250,13337.0,1338.0,1014.0,2008.0,229.0,1241.0,2208.0,6282.0,1956.0,18084.0,68762.0
,,,,,,,,251,13829.0,1384.0,1048.0,2076.0,237.0,1283.0,2283.0,6526.0,2035.0,18669.0,70951.0
,,,,,,,,252,14383.0,1415.0,1071.0,2122.0,242.0,1311.0,2334.0,6703.0,2093.0,19124.0,72942.0
,,,,,,,,253,14716.0,1434.0,1085.0,2151.0,245.0,1329.0,2367.0,6813.0,2129.0,19445.0,74587.0
,,,,,,,,254,14739.0,1444.0,1094.0,2167.0,247.0,1338.0,2384.0,6865.0,2147.0,19552.0,75703.0
,,,,,,,,255,14947.0,1459.0,1105.0,2190.0,250.0,1353.0,2410.0,6960.0,2180.0,19745.0,76485.0
,,,,,,,,256,15431.0,1499.0,1135.0,2248.0,257.0,1388.0,2476.0,7219.0,2268.0,20484.0,78655.0
,,,,,,,,257,16018.0,1544.0,1169.0,2317.0,265.0,1430.0,2555.0,7554.0,2382.0,21219.0,81104.0
,,,,,,,,258,16622.0,1577.0,1194.0,2365.0,270.0,1459.0,2611.0,7819.0,2473.0,21741.0,82558.0
,,,,,,,,259,15881.0,1488.0,1126.0,2232.0,255.0,1377.0,2461.0,7358.0,2320.0,20571.0,78791.0
,,,,,,,,260,14571.0,1381.0,1045.0,2072.0,237.0,1280.0,2281.0,6744.0,2112.0,19234.0,73300.0
,,,,,,,,261,14224.0,1362.0,1031.0,2044.0,234.0,1262.0,2249.0,6629.0,2072.0,19382.0,72019.0
,,,,,,,,262,14079.0,1328.0,1005.0,1991.0,227.0,1230.0,2190.0,6424.0,2003.0,18789.0,70662.0
,,,,,,,,263,13063.0,1221.0,924.0,1831.0,209.0,1132.0,2012.0,5807.0,1805.0,16966.0,65087.0
,,,,,,,,264,11621.0,1107.0,838.0,1662.0,190.0,1027.0,1825.0,5190.0,1609.0,15265.0,59169.0
,,,,,,,,265,10135.0,1003.0,759.0,1504.0,172.0,931.0,1652.0,4651.0,1441.0,13848.0,54490.0
,,,,,,,,266,9225.0,951.0,720.0,1427.0,162.0,883.0,1565.0,4337.0,1338.0,13176.0,51687.0
,,,,,,,,267,8725.0,918.0,695.0,1377.0,157.0,852.0,1511.0,4148.0,1278.0,12715.0,49981.0
,,,,,,,,268,8514.0,906.0,685.0,1358.0,155.0,840.0,1490.0,4090.0,1260.0,12544.0,49359.0
,,,,,,,,269,8375.0,910.0,689.0,1365.0,156.0,845.0,1498.0,4128.0,1272.0,12616.0,50038.0
,,,,,,,,270,8689.0,961.0,727.0,1442.0,164.0,891.0,1583.0,4397.0,1358.0,13522.0,53165.0
,,,,,,,,271,9622.0,1077.0,815.0,1615.0,184.0,998.0,1775.0,5051.0,1574.0,15343.0,58448.0
,,,,,,,,272,11518.0,1225.0,927.0,1837.0,210.0,1135.0,2023.0,5837.0,1828.0,17201.0,63900.0
,,,,,,,,273,12912.0,1316.0,996.0,1974.0,225.0,1220.0,2172.0,6246.0,1953.0,18184.0,67400.0
,,,,,,,,274,13420.0,1373.0,1039.0,2060.0,235.0,1272.0,2265.0,6488.0,2024.0,18878.0,69801.0
,,,,,,,,275,13927.0,1416.0,1072.0,2124.0,242.0,1312.0,2338.0,6735.0,2107.0,19654.0,72562.0
,,,,,,,,276,14491.0,1449.0,1097.0,2173.0,248.0,1342.0,2394.0,6949.0,2180.0,20412.0,75088.0
,,,,,,,,277,14881.0,1459.0,1104.0,2189.0,250.0,1352.0,2412.0,7041.0,2214.0,20955.0,77133.0
,,,,,,,,278,14985.0,1464.0,1108.0,2196.0,251.0,1355.0,2422.0,7100.0,2238.0,21369.0,78545.0
,,,,,,,,279,15312.0,1463.0,1108.0,2195.0,251.0,1354.0,2423.0,7154.0,2262.0,21545.0,79971.0
,,,,,,,,280,15836.0,1492.0,1129.0,2237.0,256.0,1380.0,2471.0,7382.0,2343.0,22173.0,82544.0
,,,,,,,,281,16370.0,1522.0,1153.0,2283.0,262.0,1408.0,2526.0,7667.0,2446.0,22883.0,85315.0
,,,,,,,,282,16957.0,1534.0,1162.0,2301.0,263.0,1418.0,2548.0,7838.0,2508.0,23137.0,86810.0
,,,,,,,,283,16183.0,1444.0,1094.0,2167.0,248.0,1335.0,2398.0,7374.0,2357.0,21692.0,82633.0
,,,,,,,,284,14882.0,1351.0,1022.0,2025.0,232.0,1249.0,2238.0,6810.0,2163.0,20145.0,77034.0
,,,,,,,,285,14488.0,1343.0,1017.0,2014.0,230.0,1243.0,2222.0,6702.0,2119.0,20063.0,75182.0
,,,,,,,,286,14569.0,1330.0,1007.0,1995.0,228.0,1232.0,2198.0,6549.0,2058.0,19343.0,73441.0
,,,,,,,,287,13730.0,1229.0,931.0,1845.0,211.0,1140.0,2030.0,5931.0,1855.0,17512.0,67769.0
,,,,,,,,288,12182.0,1118.0,846.0,1676.0,191.0,1036.0,1842.0,5288.0,1646.0,15762.0,61574.0
,,,,,,,,289,12434.0,1223.0,926.0,1834.0,210.0,1132.0,2023.0,6153.0,1939.0,15969.0,61382.0
,,,,,,,,290,11501.0,1161.0,879.0,1741.0,199.0,1075.0,1920.0,5809.0,1831.0,15080.0,58904.0
,,,,,,,,291,10918.0,1118.0,846.0,1677.0,192.0,1035.0,1850.0,5616.0,1772.0,14645.0,57596.0
,,,,,,,,292,10436.0,1071.0,810.0,1606.0,184.0,991.0,1772.0,5403.0,1708.0,14451.0,56920.0
,,,,,,,,293,10142.0,1036.0,784.0,1554.0,178.0,959.0,1715.0,5237.0,1656.0,14436.0,56725.0
,,,,,,,,294,10142.0,1024.0,775.0,1536.0,176.0,948.0,1696.0,5182.0,1640.0,14700.0,57657.0
,,,,,,,,295,10396.0,1035.0,784.0,1553.0,178.0,958.0,1716.0,5292.0,1679.0,15324.0,59364.0
,,,,,,,,296,10700.0,1037.0,785.0,1556.0,178.0,960.0,1718.0,5306.0,1681.0,15371.0,60895.0
,,,,,,,,297,11105.0,1050.0,795.0,1576.0,180.0,972.0,1741.0,5417.0,1718.0,15784.0,62446.0
,,,,,,,,298,11948.0,1087.0,823.0,1630.0,186.0,1005.0,1800.0,5620.0,1780.0,16271.0,63804.0
,,,,,,,,299,12812.0,1147.0,869.0,1721.0,197.0,1062.0,1901.0,5960.0,1888.0,16734.0,64886.0
,,,,,,,,300,13399.0,1194.0,904.0,1791.0,205.0,1105.0,1977.0,6183.0,1953.0,17022.0,66045.0
,,,,,,,,301,13880.0,1241.0,939.0,1861.0,213.0,1148.0,2054.0,6435.0,2034.0,17460.0,67727.0
,,,,,,,,302,13984.0,1261.0,955.0,1891.0,216.0,1167.0,2088.0,6530.0,2064.0,17466.0,68078.0
,,,,,,,,303,13964.0,1278.0,968.0,1917.0,219.0,1183.0,2115.0,6599.0,2082.0,17526.0,68443.0
,,,,,,,,304,13944.0,1284.0,972.0,1926.0,220.0,1189.0,2125.0,6647.0,2096.0,17922.0,69191.0
,,,,,,,,305,14132.0,1294.0,980.0,1942.0,222.0,1198.0,2142.0,6732.0,2124.0,19362.0,72223.0
,,,,,,,,306,15212.0,1339.0,1014.0,2009.0,230.0,1240.0,2216.0,7010.0,2211.0,20844.0,76123.0
,,,,,,,,307,16866.0,1472.0,1115.0,2208.0,253.0,1363.0,2436.0,7700.0,2428.0,21340.0,79564.0
,,,,,,,,308,16757.0,1478.0,1119.0,2217.0,253.0,1368.0,2446.0,7735.0,2439.0,21011.0,79083.0
,,,,,,,,309,15959.0,1437.0,1088.0,2155.0,246.0,1330.0,2377.0,7471.0,2353.0,20320.0,77247.0
,,,,,,,,310,15172.0,1402.0,1061.0,2103.0,240.0,1298.0,2319.0,7247.0,2283.0,19420.0,74364.0
,,,,,,,,311,14125.0,1352.0,1024.0,2028.0,232.0,1252.0,2237.0,6921.0,2181.0,18282.0,70708.0
,,,,,,,,312,12822.0,1279.0,969.0,1919.0,219.0,1185.0,2117.0,6476.0,2042.0,16861.0,66384.0
,,,,,,,,313,11138.0,1171.0,886.0,1756.0,201.0,1084.0,1936.0,5724.0,1804.0,15376.0,62055.0
,,,,,,,,314,10256.0,1100.0,833.0,1651.0,189.0,1019.0,1821.0,5381.0,1699.0,14883.0,60163.0
,,,,,,,,315,9721.0,1052.0,796.0,1578.0,180.0,974.0,1740.0,5126.0,1618.0,14638.0,59588.0
,,,,,,,,316,9510.0,1026.0,777.0,1539.0,176.0,950.0,1698.0,5020.0,1587.0,14808.0,60089.0
,,,,,,,,317,9428.0,1012.0,766.0,1518.0,173.0,936.0,1675.0,4969.0,1572.0,15192.0,61498.0
,,,,,,,,318,9715.0,1023.0,774.0,1534.0,175.0,947.0,1694.0,5039.0,1597.0,16065.0,64560.0
,,,,,,,,319,10447.0,1060.0,803.0,1590.0,182.0,981.0,1757.0,5285.0,1680.0,17399.0,68926.0
,,,,,,,,320,11436.0,1125.0,852.0,1687.0,193.0,1041.0,1865.0,5617.0,1787.0,18245.0,72911.0
,,,,,,,,321,12098.0,1185.0,897.0,1777.0,203.0,1096.0,1963.0,5893.0,1872.0,18796.0,75137.0
,,,,,,,,322,12835.0,1235.0,935.0,1852.0,212.0,1143.0,2044.0,6086.0,1925.0,19300.0,77202.0
,,,,,,,,323,13763.0,1310.0,992.0,1965.0,225.0,1212.0,2169.0,6500.0,2058.0,19912.0,79438.0
,,,,,,,,324,14515.0,1372.0,1039.0,2058.0,235.0,1270.0,2271.0,6817.0,2158.0,20203.0,80925.0
,,,,,,,,325,14938.0,1410.0,1068.0,2115.0,242.0,1305.0,2335.0,7005.0,2218.0,20437.0,81673.0
,,,,,,,,326,14934.0,1422.0,1077.0,2133.0,244.0,1316.0,2355.0,7050.0,2231.0,20487.0,81522.0
,,,,,,,,327,15002.0,1432.0,1084.0,2147.0,246.0,1325.0,2371.0,7118.0,2254.0,20774.0,81855.0
,,,,,,,,328,15541.0,1469.0,1112.0,2204.0,252.0,1359.0,2434.0,7379.0,2343.0,21763.0,84384.0
,,,,,,,,329,16364.0,1516.0,1148.0,2274.0,260.0,1403.0,2515.0,7724.0,2458.0,23852.0,89662.0
,,,,,,,,330,18349.0,1618.0,1225.0,2428.0,278.0,1497.0,2686.0,8370.0,2669.0,26836.0,98013.0
,,,,,,,,331,19023.0,1713.0,1297.0,2570.0,294.0,1585.0,2841.0,8839.0,2812.0,25896.0,97568.0
,,,,,,,,332,17689.0,1656.0,1254.0,2485.0,284.0,1533.0,2744.0,8462.0,2681.0,24190.0,92828.0
,,,,,,,,333,16989.0,1616.0,1224.0,2424.0,277.0,1496.0,2676.0,8234.0,2607.0,23359.0,90062.0
,,,,,,,,334,16163.0,1571.0,1189.0,2356.0,270.0,1454.0,2602.0,7994.0,2533.0,22249.0,86904.0
,,,,,,,,335,14924.0,1500.0,1136.0,2250.0,257.0,1388.0,2486.0,7611.0,2415.0,20587.0,82285.0
,,,,,,,,336,13586.0,1410.0,1067.0,2114.0,242.0,1304.0,2337.0,7149.0,2273.0,19166.0,78018.0
,,,,,,,,337,12444.0,1308.0,990.0,1962.0,224.0,1210.0,2170.0,6644.0,2117.0,18241.0,74829.0
,,,,,,,,338,11631.0,1235.0,935.0,1852.0,212.0,1142.0,2049.0,6273.0,2001.0,17755.0,73245.0
,,,,,,,,339,11216.0,1188.0,900.0,1782.0,204.0,1099.0,1971.0,6019.0,1920.0,17593.0,72846.0
,,,,,,,,340,11073.0,1164.0,881.0,1746.0,200.0,1076.0,1932.0,5916.0,1889.0,17790.0,73403.0
,,,,,,,,341,11087.0,1151.0,872.0,1727.0,198.0,1064.0,1911.0,5870.0,1875.0,18268.0,75221.0
,,,,,,,,342,11544.0,1172.0,888.0,1758.0,201.0,1084.0,1947.0,6000.0,1920.0,19737.0,80216.0
,,,,,,,,343,12961.0,1243.0,941.0,1865.0,213.0,1148.0,2068.0,6485.0,2089.0,22427.0,88749.0
,,,,,,,,344,15513.0,1414.0,1071.0,2121.0,243.0,1306.0,2353.0,7378.0,2378.0,24226.0,94380.0
,,,,,,,,345,16741.0,1559.0,1181.0,2339.0,268.0,1441.0,2592.0,8078.0,2596.0,24235.0,94623.0
,,,,,,,,346,16827.0,1605.0,1215.0,2407.0,276.0,1484.0,2665.0,8227.0,2633.0,24100.0,93734.0
,,,,,,,,347,17018.0,1642.0,1243.0,2463.0,282.0,1518.0,2727.0,8434.0,2699.0,24346.0,93660.0
,,,,,,,,348,17317.0,1672.0,1266.0,2508.0,287.0,1546.0,2776.0,8571.0,2740.0,24457.0,93990.0
,,,,,,,,349,17495.0,1692.0,1281.0,2538.0,291.0,1564.0,2809.0,8671.0,2772.0,24612.0,94127.0
,,,,,,,,350,17439.0,1691.0,1281.0,2537.0,290.0,1564.0,2807.0,8647.0,2763.0,24713.0,93820.0
,,,,,,,,351,17589.0,1703.0,1290.0,2555.0,292.0,1575.0,2828.0,8721.0,2787.0,24929.0,93860.0
,,,,,,,,352,18139.0,1742.0,1319.0,2613.0,299.0,1610.0,2893.0,8973.0,2872.0,25906.0,96098.0
,,,,,,,,353,19043.0,1798.0,1361.0,2696.0,309.0,1661.0,2987.0,9363.0,3003.0,28084.0,101090.0
,,,,,,,,354,21030.0,1895.0,1435.0,2842.0,326.0,1750.0,3150.0,10002.0,3214.0,31285.0,109536.0
,,,,,,,,355,21792.0,1984.0,1502.0,2975.0,341.0,1833.0,3296.0,10441.0,3348.0,30316.0,109395.0
,,,,,,,,356,20613.0,1909.0,1446.0,2864.0,328.0,1765.0,3171.0,9986.0,3194.0,28573.0,104210.0
,,,,,,,,357,20017.0,1874.0,1419.0,2811.0,322.0,1733.0,3113.0,9812.0,3140.0,27849.0,101486.0
,,,,,,,,358,18839.0,1804.0,1366.0,2706.0,310.0,1668.0,2993.0,9345.0,2979.0,26238.0,97399.0
,,,,,,,,359,17524.0,1720.0,1302.0,2580.0,295.0,1590.0,2854.0,8877.0,2830.0,24455.0,92087.0
,,,,,,,,360,16019.0,1620.0,1227.0,2431.0,278.0,1498.0,2690.0,8350.0,2666.0,22881.0,87131.0
,,,,,,,,361,14662.0,1501.0,1136.0,2251.0,258.0,1388.0,2492.0,7751.0,2479.0,21809.0,83532.0
,,,,,,,,362,13803.0,1406.0,1065.0,2109.0,241.0,1300.0,2335.0,7251.0,2320.0,21294.0,81559.0
,,,,,,,,363,13341.0,1356.0,1027.0,2034.0,233.0,1254.0,2252.0,6974.0,2231.0,21110.0,80999.0
,,,,,,,,364,13153.0,1326.0,1004.0,1989.0,228.0,1226.0,2202.0,6835.0,2188.0,21177.0,81377.0
,,,,,,,,365,13137.0,1305.0,988.0,1957.0,224.0,1206.0,2167.0,6734.0,2155.0,21580.0,82794.0
,,,,,,,,366,13541.0,1314.0,995.0,1971.0,226.0,1215.0,2184.0,6803.0,2181.0,22948.0,87456.0
,,,,,,,,367,14817.0,1370.0,1038.0,2055.0,235.0,1265.0,2282.0,7242.0,2340.0,25440.0,95313.0
,,,,,,,,368,17439.0,1555.0,1177.0,2332.0,267.0,1435.0,2590.0,8214.0,2657.0,27215.0,100394.0
,,,,,,,,369,18668.0,1693.0,1282.0,2539.0,291.0,1563.0,2817.0,8859.0,2856.0,27128.0,99484.0
,,,,,,,,370,18620.0,1717.0,1300.0,2575.0,295.0,1587.0,2853.0,8869.0,2845.0,26787.0,97122.0
,,,,,,,,371,18615.0,1749.0,1324.0,2623.0,300.0,1616.0,2905.0,9023.0,2892.0,26498.0,95505.0
,,,,,,,,372,18751.0,1775.0,1344.0,2662.0,305.0,1641.0,2947.0,9119.0,2918.0,26201.0,93870.0
,,,,,,,,373,18752.0,1775.0,1344.0,2662.0,305.0,1641.0,2947.0,9098.0,2910.0,26003.0,92436.0
,,,,,,,,374,18493.0,1756.0,1330.0,2634.0,302.0,1624.0,2915.0,8975.0,2868.0,25723.0,90856.0
,,,,,,,,375,18528.0,1757.0,1331.0,2636.0,302.0,1625.0,2917.0,8979.0,2869.0,25706.0,89950.0
,,,,,,,,376,19050.0,1783.0,1350.0,2675.0,306.0,1649.0,2961.0,9156.0,2929.0,26882.0,91752.0
,,,,,,,,377,19962.0,1829.0,1385.0,2743.0,314.0,1690.0,3039.0,9496.0,3044.0,28942.0,96337.0
,,,,,,,,378,21910.0,1942.0,1471.0,2913.0,334.0,1794.0,3229.0,10242.0,3292.0,31718.0,104031.0
,,,,,,,,379,22129.0,1988.0,1505.0,2981.0,342.0,1837.0,3303.0,10445.0,3349.0,30450.0,103085.0
,,,,,,,,380,20715.0,1913.0,1448.0,2869.0,328.0,1768.0,3176.0,9980.0,3191.0,28355.0,97298.0
,,,,,,,,381,19979.0,1860.0,1408.0,2789.0,319.0,1719.0,3089.0,9718.0,3109.0,27363.0,94208.0
,,,,,,,,382,18639.0,1779.0,1347.0,2669.0,305.0,1645.0,2952.0,9193.0,2930.0,25547.0,89788.0
,,,,,,,,383,17214.0,1690.0,1280.0,2535.0,290.0,1563.0,2803.0,8691.0,2770.0,23453.0,83512.0
,,,,,,,,384,15621.0,1574.0,1192.0,2361.0,270.0,1455.0,2612.0,8081.0,2579.0,21704.0,78177.0
